,title,nickname,rank,year,region,type,url,short_comment,rating_cnt,rating_num,director,screenwriter,screenwriter_url,actor,actor_url,summary,award
0,肖申克的救赎,"['The Shawshank Redemption', '月黑高飞(港)', '刺激1995(台)']",1,1994,美国,犯罪 剧情,https://movie.douban.com/subject/1292052/,希望让人自由。,3099264,9.7,弗兰克·德拉邦特,"['弗兰克·德拉邦特', '斯蒂芬·金']","['https://www.douban.com/personage/27253735/', 'https://www.douban.com/personage/27255310/']","['蒂姆·罗宾斯', '摩根·弗里曼', '鲍勃·冈顿', '威廉姆·赛德勒', '克兰西·布朗', '吉尔·贝罗斯', '马克·罗斯顿', '詹姆斯·惠特摩', '杰弗里·德曼', '拉里·布兰登伯格', '尼尔·吉恩托利', '布赖恩·利比', '大卫·普罗瓦尔', '约瑟夫·劳格诺', '祖德·塞克利拉', '保罗·麦克兰尼', '芮妮·布莱恩', '阿方索·弗里曼', 'V·J·福斯特', '弗兰克·梅德拉诺', '马克·迈尔斯', '尼尔·萨默斯', '耐德·巴拉米', '布赖恩·戴拉特', '唐·麦克马纳斯']","['https://www.douban.com/personage/27260288/', 'https://www.douban.com/personage/27260301/', 'https://www.douban.com/personage/27246934/', 'https://www.douban.com/personage/27205785/', 'https://www.douban.com/personage/27219521/', 'https://www.douban.com/personage/27216303/', 'https://www.douban.com/personage/27260625/', 'https://www.douban.com/personage/27233634/', 'https://www.douban.com/personage/27293064/', 'https://www.douban.com/personage/27279787/', 'https://www.douban.com/personage/27304832/', 'https://www.douban.com/personage/27546123/', 'https://www.douban.com/personage/27253983/', 'https://www.douban.com/personage/27546124/', 'https://www.douban.com/personage/27494501/', 'https://www.douban.com/personage/27219748/', 'https://www.douban.com/personage/30182674/', 'https://www.douban.com/personage/27289363/', 'https://www.douban.com/personage/27492451/', 'https://www.douban.com/personage/27206325/', 'https://www.douban.com/personage/30182677/', 'https://www.douban.com/personage/27356038/', 'https://www.douban.com/personage/27253994/', 'https://www.douban.com/personage/27206411/', 'https://www.douban.com/personage/27552265/']","一场谋杀案使银行家安迪（蒂姆•罗宾斯 Tim Robbins 饰）蒙冤入狱，谋杀妻子及其情人的指控将囚禁他终生。在肖申克监狱的首次现身就让监狱“大哥”瑞德（摩根•弗里曼 Morgan Freeman 饰）对他另眼相看。瑞德帮助他搞到一把石锤和一幅女明星海报，两人渐成患难 之交。很快，安迪在监狱里大显其才，担当监狱图书管理员，并利用自己的金融知识帮助监狱官避税，引起了典狱长的注意，被招致麾下帮助典狱长洗黑钱。偶然一次，他得知一名新入狱的小偷能够作证帮他洗脱谋杀罪。燃起一丝希望的安迪找到了典狱长，希望他能帮自己翻案。阴险伪善的狱长假装答应安迪，背后却派人杀死小偷，让他唯一能合法出狱的希望泯灭。沮丧的安迪并没有绝望，在一个电闪雷鸣的风雨夜，一场暗藏几十年的越狱计划让他自我救赎，重获自由！老朋友瑞德在他的鼓舞和帮助下，也勇敢地奔向自由。

本片获得1995年奥斯卡10项提名，以及金球奖、土星奖等多项提名。","[{'award_title': '第67届奥斯卡金像奖', 'award_year': '\xa0(1995', 'award_name': '最佳影片(提名)', 'awardees': ['妮基·马文']}, {'award_title': '第67届奥斯卡金像奖', 'award_year': '\xa0(1995', 'award_name': '最佳男主角(提名)', 'awardees': ['摩根·弗里曼']}, {'award_title': '第67届奥斯卡金像奖', 'award_year': '\xa0(1995', 'award_name': '最佳改编剧本(提名)', 'awardees': ['弗兰克·德拉邦特']}, {'award_title': '第67届奥斯卡金像奖', 'award_year': '\xa0(1995', 'award_name': '最佳摄影(提名)', 'awardees': ['罗杰·狄金斯']}, {'award_title': '第67届奥斯卡金像奖', 'award_year': '\xa0(1995', 'award_name': '最佳剪辑(提名)', 'awardees': ['理查德·弗朗西斯-布鲁斯']}, {'award_title': '第67届奥斯卡金像奖', 'award_year': '\xa0(1995', 'award_name': '最佳音响(提名)', 'awardees': ['威利·D·伯顿', '迈克尔·赫尔比克', '罗伯特·J·利特', '艾略特·泰森']}, {'award_title': '第67届奥斯卡金像奖', 'award_year': '\xa0(1995', 'award_name': '最佳原创配乐(提名)', 'awardees': ['托马斯·纽曼']}, {'award_title': '第52届金球奖', 'award_year': '\xa0(1995', 'award_name': '电影类 剧情片最佳男主角(提名)', 'awardees': ['摩根·弗里曼']}, {'award_title': '第52届金球奖', 'award_year': '\xa0(1995', 'award_name': '电影类 最佳编剧(提名)', 'awardees': ['弗兰克·德拉邦特']}, {'award_title': '第19届日本电影学院奖', 'award_year': '\xa0(1996', 'award_name': '最佳外语片', 'awardees': []}, {'award_title': '第20届报知映画赏', 'award_year': '\xa0(1995', 'award_name': '海外作品奖', 'awardees': ['弗兰克·德拉邦特']}]"
1,霸王别姬,"['再见，我的妾', 'Farewell My Concubine']",2,1993,中国大陆 中国香港,剧情 爱情 同性,https://movie.douban.com/subject/1291546/,风华绝代。,2287139,9.6,陈凯歌,"['芦苇', '李碧华']","['https://www.douban.com/personage/27480477/', 'https://www.douban.com/personage/27504241/']","['张国荣', '张丰毅', '巩俐', '葛优', '英达', '蒋雯丽', '吴大维', '吕齐', '雷汉', '尹治', '马明威', '费振翔', '智一桐', '李春', '赵海龙', '李丹', '童弟', '沈慧芬', '黄斐', '徐杰']","['https://www.douban.com/personage/27209184/', 'https://www.douban.com/personage/27256028/', 'https://www.douban.com/personage/27241389/', 'https://www.douban.com/personage/27206595/', 'https://www.douban.com/personage/27217171/', 'https://www.douban.com/personage/27226213/', 'https://www.douban.com/personage/27234539/', 'https://www.douban.com/personage/27504242/', 'https://www.douban.com/personage/27504244/', 'https://www.douban.com/personage/27504248/', 'https://www.douban.com/personage/27504246/', 'https://www.douban.com/personage/27504247/', 'https://www.douban.com/personage/27504251/', 'https://www.douban.com/personage/27504243/', 'https://www.douban.com/personage/27504249/', 'https://www.douban.com/personage/27504250/', 'https://www.douban.com/personage/27504245/', 'https://www.douban.com/personage/27551248/', 'https://www.douban.com/personage/27488046/', 'https://www.douban.com/personage/27487334/']","段小楼（张丰毅）与程蝶衣（张国荣）是一对打小一起长大的师兄弟，两人一个演生，一个饰旦，一向配合天衣无缝，尤其一出《霸王别姬》，更是誉满京城，为此，两人约定合演一辈子《霸王别姬》。但两人对戏剧与人生关系的理解有本质不同，段小楼深知戏非人生，程蝶衣则是人戏不分。

段小楼在认为该成家立业之时迎娶了名妓菊仙（巩俐），致使程蝶衣认定菊仙是可耻的第三者，使段小楼做了叛徒，自此，三人围绕一出《霸王别姬》生出的爱恨情仇战开始随着时代风云的变迁不断升级，终酿成悲剧。","[{'award_title': '第66届奥斯卡金像奖', 'award_year': '\xa0(1994', 'award_name': '最佳外语片(提名)', 'awardees': ['陈凯歌']}, {'award_title': '第66届奥斯卡金像奖', 'award_year': '\xa0(1994', 'award_name': '最佳摄影(提名)', 'awardees': ['顾长卫']}, {'award_title': '第46届戛纳电影节', 'award_year': '\xa0(1993', 'award_name': '主竞赛单元 金棕榈奖', 'awardees': ['陈凯歌']}, {'award_title': '第46届戛纳电影节', 'award_year': '\xa0(1993', 'award_name': '费比西奖', 'awardees': ['陈凯歌']}, {'award_title': '第51届金球奖', 'award_year': '\xa0(1994', 'award_name': '电影类 最佳外语片', 'awardees': []}, {'award_title': '第47届英国电影学院奖', 'award_year': '\xa0(1994', 'award_name': '电影奖 最佳非英语片', 'awardees': ['陈凯歌', '徐枫']}, {'award_title': '第19届法国凯撒电影奖', 'award_year': '\xa0(1994', 'award_name': '最佳外语片(提名)', 'awardees': []}, {'award_title': '第19届上海国际电影节', 'award_year': '\xa0(2016', 'award_name': '电影频道传媒大奖 组委会特别荣誉', 'awardees': []}]"
2,阿甘正传,"['Forrest Gump', '福雷斯特·冈普']",3,1994,美国,剧情 爱情,https://movie.douban.com/subject/1292720/,一部美国近现代史。,2306599,9.5,罗伯特·泽米吉斯,"['埃里克·罗思', '温斯顿·格鲁姆']","['https://www.douban.com/personage/27206083/', 'https://www.douban.com/personage/27513790/']","['汤姆·汉克斯', '罗宾·怀特', '加里·辛尼斯', '麦凯尔泰·威廉逊', '莎莉·菲尔德', '海利·乔·奥斯蒙', '迈克尔·康纳·亨弗里斯', '哈罗德·G·赫瑟姆', '山姆·安德森', '伊俄涅·M·特雷奇', '彼得·道博森', '希芳·法隆', '伊丽莎白·汉克斯', '汉娜·豪尔', '克里斯托弗·琼斯', '罗布·兰德里', '杰森·麦克奎尔', '桑尼·施罗耶', '艾德·戴维斯', '丹尼尔C.斯瑞派克', '大卫·布里斯宾', '德博拉·麦克蒂尔', '艾尔·哈林顿', '阿非莫·奥米拉', '约翰·沃德斯塔德', '迈克尔·伯吉斯', '埃里克·安德伍德', '拜伦·明斯', '斯蒂芬·布吉格沃特', '约翰·威廉·高尔特', '希拉里·沙普兰', '伊莎贝尔·罗斯', '理查德·达历山德罗', '迪克·史迪威', '迈克尔-杰斯', '杰弗里·布莱克', '瓦妮莎·罗斯', '迪克·卡维特', '马拉·苏查雷特扎', '乔·阿拉斯奇', 'W·本森·泰瑞']","['https://www.douban.com/personage/27260218/', 'https://www.douban.com/personage/27208366/', 'https://www.douban.com/personage/27237589/', 'https://www.douban.com/personage/27237653/', 'https://www.douban.com/personage/27246867/', 'https://www.douban.com/personage/27230869/', 'https://www.douban.com/personage/27515430/', 'https://www.douban.com/personage/27307009/', 'https://www.douban.com/personage/27262966/', 'https://www.douban.com/personage/27363426/', 'https://www.douban.com/personage/27215218/', 'https://www.douban.com/personage/27286006/', 'https://www.douban.com/personage/27308269/', 'https://www.douban.com/personage/27215031/', 'https://www.douban.com/personage/27317837/', 'https://www.douban.com/personage/27517639/', 'https://www.douban.com/personage/27331082/', 'https://www.douban.com/personage/27351535/', 'https://www.douban.com/personage/27287402/', 'https://www.douban.com/personage/27234570/', 'https://www.douban.com/personage/27273394/', 'https://www.douban.com/personage/27321007/', 'https://www.douban.com/personage/27301536/', 'https://www.douban.com/personage/27242773/', 'https://www.douban.com/personage/27370548/', 'https://www.douban.com/personage/27283746/', 'https://www.douban.com/personage/27362517/', 'https://www.douban.com/personage/27520451/', 'https://www.douban.com/personage/27256266/', 'https://www.douban.com/personage/27308226/', 'https://www.douban.com/personage/27275016/', 'https://www.douban.com/personage/27524316/', 'https://www.douban.com/personage/27280875/', 'https://www.douban.com/personage/27363186/', 'https://www.douban.com/personage/27320358/', 'https://www.douban.com/personage/27272082/', 'https://www.douban.com/personage/27524458/', 'https://www.douban.com/personage/27247139/', 'https://www.douban.com/personage/27361344/', 'https://www.douban.com/personage/27265412/', 'https://www.douban.com/personage/27358480/']","阿甘（汤姆·汉克斯 饰）于二战结束后不久出生在美国南方阿拉巴马州一个闭塞的小镇，他先天弱智，智商只有75，然而他的妈妈是一个性格坚强的女性，她常常鼓励阿甘“傻人有傻福”，要他自强不息。

阿甘像普通孩子一样上学，并且认识了一生的朋友和至爱珍妮（罗宾·莱特·潘 饰），在珍妮 和妈妈的爱护下，阿甘凭着上帝赐予的“飞毛腿”开始了一生不停的奔跑。

阿甘成为橄榄球巨星、越战英雄、乒乓球外交使者、亿万富翁，但是，他始终忘不了珍妮，几次匆匆的相聚和离别，更是加深了阿甘的思念。

有一天，阿甘收到珍妮的信，他们终于又要见面……","[{'award_title': '第67届奥斯卡金像奖', 'award_year': '\xa0(1995', 'award_name': '最佳影片', 'awardees': ['史蒂夫·蒂施', '温迪·芬德曼', '史蒂夫·斯达克']}, {'award_title': '第67届奥斯卡金像奖', 'award_year': '\xa0(1995', 'award_name': '最佳导演', 'awardees': ['罗伯特·泽米吉斯']}, {'award_title': '第67届奥斯卡金像奖', 'award_year': '\xa0(1995', 'award_name': '最佳男主角', 'awardees': ['汤姆·汉克斯']}, {'award_title': '第67届奥斯卡金像奖', 'award_year': '\xa0(1995', 'award_name': '最佳男配角(提名)', 'awardees': ['加里·辛尼斯']}, {'award_title': '第67届奥斯卡金像奖', 'award_year': '\xa0(1995', 'award_name': '最佳改编剧本', 'awardees': ['埃里克·罗思']}, {'award_title': '第67届奥斯卡金像奖', 'award_year': '\xa0(1995', 'award_name': '最佳摄影(提名)', 'awardees': ['唐·伯吉斯']}, {'award_title': '第67届奥斯卡金像奖', 'award_year': '\xa0(1995', 'award_name': '最佳剪辑', 'awardees': ['阿瑟·施密特']}, {'award_title': '第67届奥斯卡金像奖', 'award_year': '\xa0(1995', 'award_name': '最佳视觉效果', 'awardees': ['斯蒂芬·罗森包姆', '肯·拉斯顿', '乔治·墨菲', '艾伦·霍尔']}, {'award_title': '第67届奥斯卡金像奖', 'award_year': '\xa0(1995', 'award_name': '最佳音效剪辑(提名)', 'awardees': ['兰迪·汤姆', '格洛里亚·S·博德尔斯']}, {'award_title': '第67届奥斯卡金像奖', 'award_year': '\xa0(1995', 'award_name': '最佳音响(提名)', 'awardees': ['兰迪·汤姆', '威廉·B·卡普兰', '丹尼斯·S·桑兹', '汤姆·约翰逊']}, {'award_title': '第67届奥斯卡金像奖', 'award_year': '\xa0(1995', 'award_name': '最佳艺术指导(提名)', 'awardees': ['南茜·黑格', '瑞克·卡特']}, {'award_title': '第67届奥斯卡金像奖', 'award_year': '\xa0(1995', 'award_name': '最佳化妆(提名)', 'awardees': ['丹尼尔C.斯瑞派克', '霍利·达莫尔', '朱迪斯·A·科里']}, {'award_title': '第67届奥斯卡金像奖', 'award_year': '\xa0(1995', 'award_name': '最佳原创配乐(提名)', 'awardees': ['亚伦·史维斯查']}, {'award_title': '第52届金球奖', 'award_year': '\xa0(1995', 'award_name': '电影类 最佳剧情片', 'awardees': []}, {'award_title': '第52届金球奖', 'award_year': '\xa0(1995', 'award_name': '电影类 最佳导演', 'awardees': ['罗伯特·泽米吉斯']}, {'award_title': '第52届金球奖', 'award_year': '\xa0(1995', 'award_name': '电影类 剧情片最佳男主角', 'awardees': ['汤姆·汉克斯']}, {'award_title': '第52届金球奖', 'award_year': '\xa0(1995', 'award_name': '电影类 最佳男配角(提名)', 'awardees': ['加里·辛尼斯']}, {'award_title': '第52届金球奖', 'award_year': '\xa0(1995', 'award_name': '电影类 最佳女配角(提名)', 'awardees': ['罗宾·怀特']}, {'award_title': '第52届金球奖', 'award_year': '\xa0(1995', 'award_name': '电影类 最佳编剧(提名)', 'awardees': ['埃里克·罗思']}, {'award_title': '第52届金球奖', 'award_year': '\xa0(1995', 'award_name': '电影类 最佳原创配乐(提名)', 'awardees': ['亚伦·史维斯查']}, {'award_title': '第48届英国电影学院奖', 'award_year': '\xa0(1995', 'award_name': '电影奖 最佳影片(提名)', 'awardees': ['温迪·芬德曼', '史蒂夫·斯达克', '史蒂夫·蒂施', '罗伯特·泽米吉斯']}, {'award_title': '第48届英国电影学院奖', 'award_year': '\xa0(1995', 'award_name': '电影奖 最佳导演(提名)', 'awardees': ['罗伯特·泽米吉斯']}, {'award_title': '第48届英国电影学院奖', 'award_year': '\xa0(1995', 'award_name': '电影奖 最佳男主角(提名)', 'awardees': ['汤姆·汉克斯']}, {'award_title': '第48届英国电影学院奖', 'award_year': '\xa0(1995', 'award_name': '电影奖 最佳女配角(提名)', 'awardees': ['莎莉·菲尔德']}, {'award_title': '第48届英国电影学院奖', 'award_year': '\xa0(1995', 'award_name': '电影奖 最佳改编剧本(提名)', 'awardees': ['埃里克·罗思']}, {'award_title': '第48届英国电影学院奖', 'award_year': '\xa0(1995', 'award_name': '电影奖 最佳摄影(提名)', 'awardees': ['唐·伯吉斯']}, {'award_title': '第48届英国电影学院奖', 'award_year': '\xa0(1995', 'award_name': '电影奖 最佳剪辑(提名)', 'awardees': ['阿瑟·施密特']}, {'award_title': '第48届英国电影学院奖', 'award_year': '\xa0(1995', 'award_name': '电影奖 最佳特殊视觉效果', 'awardees': ['江道格', '肯·拉斯顿', '斯蒂芬·罗森包姆', '乔治·墨菲', '艾伦·霍尔']}, {'award_title': '第19届日本电影学院奖', 'award_year': '\xa0(1996', 'award_name': '最佳外语片(提名)', 'awardees': []}, {'award_title': '第16届中国电影金鸡奖', 'award_year': '\xa0(1996', 'award_name': '最佳外国影片译制奖', 'awardees': []}]"
3,泰坦尼克号,"['Titanic', '铁达尼号(港 / 台)']",4,1997,美国 墨西哥,剧情 爱情 灾难,https://movie.douban.com/subject/1292722/,失去的才是永恒的。 ,2347852,9.5,詹姆斯·卡梅隆,['詹姆斯·卡梅隆'],['https://www.douban.com/personage/27228298/'],"['莱昂纳多·迪卡普里奥', '凯特·温斯莱特', '比利·赞恩', '凯西·贝茨', '弗兰西丝·费舍', '格劳瑞亚·斯图尔特', '比尔·帕克斯顿', '伯纳德·希尔', '大卫·沃纳', '维克多·加博', '乔纳森·海德', '苏茜·爱米斯', '刘易斯·阿伯内西', '尼古拉斯·卡斯柯恩', '阿那托利·萨加洛维奇', '丹尼·努齐', '杰森·贝瑞', '伊万·斯图尔特', '艾恩·格拉法德', '乔纳森·菲利普斯', '马克·林赛·查普曼', '理查德·格拉翰', '保罗·布赖特威尔', '艾瑞克·布里登', '夏洛特·查顿', '博纳德·福克斯', '迈克尔·英塞恩', '法妮·布雷特', '马丁·贾维斯', '罗莎琳·艾尔斯', '罗切尔·罗斯', '乔纳森·伊万斯-琼斯', '西蒙·克雷恩', '爱德华德·弗莱彻', '斯科特·安德森', '马丁·伊斯特', '克雷格·凯利', '格雷戈里·库克', '利亚姆·图伊', '詹姆斯·兰开斯特', '艾尔莎·瑞雯', '卢·帕尔特', '泰瑞·佛瑞斯塔', '凯文·德·拉·诺伊']","['https://www.douban.com/personage/27246784/', 'https://www.douban.com/personage/27260214/', 'https://www.douban.com/personage/27237605/', 'https://www.douban.com/personage/27216246/', 'https://www.douban.com/personage/27253919/', 'https://www.douban.com/personage/27216316/', 'https://www.douban.com/personage/27253895/', 'https://www.douban.com/personage/27242260/', 'https://www.douban.com/personage/27230984/', 'https://www.douban.com/personage/27237654/', 'https://www.douban.com/personage/27223874/', 'https://www.douban.com/personage/27219658/', 'https://www.douban.com/personage/27486266/', 'https://www.douban.com/personage/27277571/', 'https://www.douban.com/personage/27486267/', 'https://www.douban.com/personage/27255498/', 'https://www.douban.com/personage/27242562/', 'https://www.douban.com/personage/27233795/', 'https://www.douban.com/personage/27232942/', 'https://www.douban.com/personage/27256237/', 'https://www.douban.com/personage/27281436/', 'https://www.douban.com/personage/27305557/', 'https://www.douban.com/personage/27486273/', 'https://www.douban.com/personage/27208474/', 'https://www.douban.com/personage/27503329/', 'https://www.douban.com/personage/27292643/', 'https://www.douban.com/personage/27291777/', 'https://www.douban.com/personage/27486276/', 'https://www.douban.com/personage/27311970/', 'https://www.douban.com/personage/27262917/', 'https://www.douban.com/personage/27556614/', 'https://www.douban.com/personage/27486268/', 'https://www.douban.com/personage/27509734/', 'https://www.douban.com/personage/27288588/', 'https://www.douban.com/personage/27486272/', 'https://www.douban.com/personage/27486274/', 'https://www.douban.com/personage/27317200/', 'https://www.douban.com/personage/27541534/', 'https://www.douban.com/personage/27486275/', 'https://www.douban.com/personage/27486270/', 'https://www.douban.com/personage/27349825/', 'https://www.douban.com/personage/27486271/', 'https://www.douban.com/personage/27293415/', 'https://www.douban.com/personage/27486269/']","1912年4月10日，号称 “世界工业史上的奇迹”的豪华客轮泰坦尼克号开始了自己的处女航，从英国的南安普顿出发驶往美国纽约。富家少女罗丝（凯特•温丝莱特）与母亲及未婚夫卡尔坐上了头等舱；另一边，放荡不羁的少年画家杰克（莱昂纳多·迪卡普里奥）也在码头的一场赌博中赢得了下等舱的船票。

罗丝厌倦了上流社会虚伪的生活，不愿嫁给卡尔，打算投海自尽，被杰克救起。很快，美丽活泼的罗丝与英俊开朗的杰克相爱，杰克带罗丝参加下等舱的舞会、为她画像，二人的感情逐渐升温。

1912年4月14日，星期天晚上，一个风平浪静的夜晚。泰坦尼克号撞上了冰山，“永不沉没的”泰坦尼克号面临沉船的命运，罗丝和杰克刚萌芽的爱情也将经历生死的考验。","[{'award_title': '第70届奥斯卡金像奖', 'award_year': '\xa0(1998', 'award_name': '最佳影片', 'awardees': ['詹姆斯·卡梅隆', '乔恩·兰道']}, {'award_title': '第70届奥斯卡金像奖', 'award_year': '\xa0(1998', 'award_name': '最佳导演', 'awardees': ['詹姆斯·卡梅隆']}, {'award_title': '第70届奥斯卡金像奖', 'award_year': '\xa0(1998', 'award_name': '最佳女主角(提名)', 'awardees': ['凯特·温斯莱特']}, {'award_title': '第70届奥斯卡金像奖', 'award_year': '\xa0(1998', 'award_name': '最佳女配角(提名)', 'awardees': ['格劳瑞亚·斯图尔特']}, {'award_title': '第70届奥斯卡金像奖', 'award_year': '\xa0(1998', 'award_name': '最佳摄影', 'awardees': ['拉塞尔·卡朋特']}, {'award_title': '第70届奥斯卡金像奖', 'award_year': '\xa0(1998', 'award_name': '最佳剪辑', 'awardees': ['詹姆斯·卡梅隆', '康拉德·巴夫四世', '理查德·哈里斯']}, {'award_title': '第70届奥斯卡金像奖', 'award_year': '\xa0(1998', 'award_name': '最佳视觉效果', 'awardees': ['罗伯特·莱加托', '马克·A·拉索夫', '托马斯·L·费希尔', '迈克尔·坎弗']}, {'award_title': '第70届奥斯卡金像奖', 'award_year': '\xa0(1998', 'award_name': '最佳音效剪辑', 'awardees': ['汤姆·贝尔福特', '克里斯托弗·博伊斯']}, {'award_title': '第70届奥斯卡金像奖', 'award_year': '\xa0(1998', 'award_name': '最佳音响', 'awardees': ['嘉里·瑞德斯托姆', '马克·乌拉诺', '加里·萨默斯', '汤姆·约翰逊']}, {'award_title': '第70届奥斯卡金像奖', 'award_year': '\xa0(1998', 'award_name': '最佳艺术指导', 'awardees': ['迈克尔·福特', '彼得·拉蒙特']}, {'award_title': '第70届奥斯卡金像奖', 'award_year': '\xa0(1998', 'award_name': '最佳服装设计', 'awardees': ['德博拉·林恩·斯科特']}, {'award_title': '第70届奥斯卡金像奖', 'award_year': '\xa0(1998', 'award_name': '最佳化妆(提名)', 'awardees': ['蒂娜·恩肖', '格雷格·卡农', '西蒙·汤普森']}, {'award_title': '第70届奥斯卡金像奖', 'award_year': '\xa0(1998', 'award_name': '剧情片最佳原创配乐', 'awardees': ['詹姆斯·霍纳']}, {'award_title': '第70届奥斯卡金像奖', 'award_year': '\xa0(1998', 'award_name': '最佳原创歌曲', 'awardees': ['詹姆斯·霍纳', '威尔·詹宁斯']}, {'award_title': '第55届金球奖', 'award_year': '\xa0(1998', 'award_name': '电影类 最佳剧情片', 'awardees': []}, {'award_title': '第55届金球奖', 'award_year': '\xa0(1998', 'award_name': '电影类 最佳导演', 'awardees': ['詹姆斯·卡梅隆']}, {'award_title': '第55届金球奖', 'award_year': '\xa0(1998', 'award_name': '电影类 剧情片最佳男主角(提名)', 'awardees': ['莱昂纳多·迪卡普里奥']}, {'award_title': '第55届金球奖', 'award_year': '\xa0(1998', 'award_name': '电影类 剧情片最佳女主角(提名)', 'awardees': ['凯特·温斯莱特']}, {'award_title': '第55届金球奖', 'award_year': '\xa0(1998', 'award_name': '电影类 最佳女配角(提名)', 'awardees': ['格劳瑞亚·斯图尔特']}, {'award_title': '第55届金球奖', 'award_year': '\xa0(1998', 'award_name': '电影类 最佳编剧(提名)', 'awardees': ['詹姆斯·卡梅隆']}, {'award_title': '第55届金球奖', 'award_year': '\xa0(1998', 'award_name': '电影类 最佳原创配乐', 'awardees': ['詹姆斯·霍纳']}, {'award_title': '第55届金球奖', 'award_year': '\xa0(1998', 'award_name': '电影类 最佳原创歌曲', 'awardees': ['詹姆斯·霍纳', '威尔·詹宁斯']}, {'award_title': '第21届日本电影学院奖', 'award_year': '\xa0(1998', 'award_name': '最佳外语片(提名)', 'awardees': []}, {'award_title': '第26届动画安妮奖', 'award_year': '\xa0(1998', 'award_name': '最佳动画技术成果', 'awardees': []}, {'award_title': '第18届中国电影金鸡奖', 'award_year': '\xa0(1998', 'award_name': '最佳外国影片译制奖', 'awardees': []}, {'award_title': '第23届报知映画赏', 'award_year': '\xa0(1998', 'award_name': '海外作品奖', 'awardees': ['詹姆斯·卡梅隆']}]"
4,千与千寻,"['千と千尋の神隠し', '神隐少女(台)', '千与千寻的神隐']",5,2001,日本,剧情 动画 奇幻,https://movie.douban.com/subject/1291561/,最好的宫崎骏，最好的久石让。 ,2395757,9.4,宫崎骏,['宫崎骏'],['https://www.douban.com/personage/27260207/'],"['柊瑠美', '入野自由', '夏木真理', '菅原文太', '中村彰男', '玉井夕海', '神木隆之介', '内藤刚志', '泽口靖子', '我修院达也', '大泉洋', '小林郁夫', '上条恒彦', '小野武彦']","['https://www.douban.com/personage/27229066/', 'https://www.douban.com/personage/27211129/', 'https://www.douban.com/personage/27251555/', 'https://www.douban.com/personage/27231291/', 'https://www.douban.com/personage/30135481/', 'https://www.douban.com/personage/30135466/', 'https://www.douban.com/personage/27391581/', 'https://www.douban.com/personage/27226166/', 'https://www.douban.com/personage/27225470/', 'https://www.douban.com/personage/27243817/', 'https://www.douban.com/personage/27390130/', 'https://www.douban.com/personage/30135468/', 'https://www.douban.com/personage/27320073/', 'https://www.douban.com/personage/27231671/']","千寻和爸爸妈妈一同驱车前往新家，在郊外的小路上不慎进入了神秘的隧道——他们去到了另外一个诡异世界—一个中世纪的小镇。远处飘来食物的香味，爸爸妈妈大快朵颐，孰料之后变成了猪！这时小镇上渐渐来了许多样子古怪、半透明的人。

千寻仓皇逃出，一个叫小白的人救了他，喂了她阻止身体消 失的药，并且告诉她怎样去找锅炉爷爷以及汤婆婆，而且必须获得一份工作才能不被魔法变成别的东西。

千寻在小白的帮助下幸运地获得了一份在浴池打杂的工作。渐渐她不再被那些怪模怪样的人吓倒，并从小玲那儿知道了小白是凶恶的汤婆婆的弟子。

一次，千寻发现小白被一群白色飞舞的纸人打伤，为了救受伤的小白，她用河神送给她的药丸驱出了小白身体内的封印以及守封印的小妖精，但小白还是没有醒过来。

为了救小白，千寻又踏上了她的冒险之旅。","[{'award_title': '第75届奥斯卡金像奖', 'award_year': '\xa0(2003', 'award_name': '最佳动画长片', 'awardees': ['宫崎骏']}, {'award_title': '第52届柏林国际电影节', 'award_year': '\xa0(2002', 'award_name': '主竞赛单元 金熊奖', 'awardees': ['宫崎骏']}, {'award_title': '第21届香港电影金像奖', 'award_year': '\xa0(2002', 'award_name': '最佳亚洲电影', 'awardees': []}, {'award_title': '第57届英国电影学院奖', 'award_year': '\xa0(2004', 'award_name': '电影奖 最佳非英语片(提名)', 'awardees': ['铃木敏夫', '宫崎骏']}, {'award_title': '第25届日本电影学院奖', 'award_year': '\xa0(2002', 'award_name': '最佳影片', 'awardees': []}, {'award_title': '第30届动画安妮奖', 'award_year': '\xa0(2003', 'award_name': '最佳动画长片', 'awardees': []}, {'award_title': '第30届动画安妮奖', 'award_year': '\xa0(2003', 'award_name': '最佳导演', 'awardees': ['宫崎骏']}, {'award_title': '第30届动画安妮奖', 'award_year': '\xa0(2003', 'award_name': '最佳编剧', 'awardees': ['宫崎骏']}, {'award_title': '第30届动画安妮奖', 'award_year': '\xa0(2003', 'award_name': '最佳配乐', 'awardees': ['久石让']}, {'award_title': '第26届报知映画赏', 'award_year': '\xa0(2001', 'award_name': '最佳导演', 'awardees': ['宫崎骏']}]"
